NetworkName,0VOEM1,0VOEM2,0VOEM3,0VOEM4,0VOEM5,0VOEM6,0VOEM7,0VOEM8,0VOEM9,0VOEM10,0VOEM11,0VOEM12,1VOEM1,1VOEM2,1VOEM3,1VOEM4,1VOEM5,1VOEM6,1VOEM7,1VOEM8,1VOEM9,1VOEM10,1VOEM11,1VOEM12,2VOEM1,2VOEM2,2VOEM3,2VOEM4,2VOEM5,2VOEM6,2VOEM7,2VOEM8,2VOEM9,2VOEM10,2VOEM11,2VOEM12,3VOEM1,3VOEM2,3VOEM3,3VOEM4,3VOEM5,3VOEM6,3VOEM7,3VOEM8,3VOEM9,3VOEM10,3VOEM11,3VOEM12
1,7,75,9,17,51,11,4,21,4,3,22,13,7,0,14,8,72,0,0,0,0,0,32,3,3,35,12,10,66,13,3,25,11,4,36,6,5,0,5,4,84,0,0,0,0,0,49,2
2,6,48,12,18,54,12,6,32,3,3,39,13,12,0,13,9,72,0,0,0,0,0,52,5,3,25,11,10,70,14,4,13,8,4,52,9,4,0,6,12,90,0,0,0,0,0,64,3
3,5,60,14,18,57,13,8,25,3,3,23,12,12,0,18,9,76,0,0,0,0,0,41,4,2,38,14,11,74,14,3,19,9,4,47,8,6,0,4,14,93,0,0,0,0,0,61,3
4,4,52,8,21,63,14,7,26,3,4,25,17,15,0,15,10,83,0,0,0,0,0,36,4,3,35,8,10,75,15,2,15,15,4,40,7,8,0,5,10,92,0,0,0,0,0,48,2
5,6,25,16,23,68,15,6,21,4,3,40,15,7,0,14,11,99,0,0,0,0,0,56,6,4,36,12,13,95,19,3,25,11,4,56,10,5,0,5,12,122,0,0,0,0,0,68,3
6,7,74,10,21,65,15,8,32,3,3,44,13,15,0,22,10,86,0,0,0,0,0,56,6,3,22,13,11,81,16,2,28,12,5,62,11,8,0,6,11,100,0,0,0,0,0,74,3
7,3,63,18,19,57,13,9,29,4,2,45,12,11,0,18,9,78,0,0,0,0,0,65,7,2,29,11,11,77,15,3,25,8,5,66,12,5,0,7,8,98,0,0,0,0,0,76,4
8,6,46,10,18,56,13,8,17,5,2,29,14,18,0,17,8,69,0,0,0,0,0,43,4,2,29,13,9,63,12,2,23,12,3,48,9,4,0,5,8,80,0,0,0,0,0,60,3
9,7,47,13,18,55,12,7,23,3,2,22,10,11,0,11,9,74,0,0,0,0,0,38,4,3,34,7,10,70,14,2,39,10,3,39,7,6,0,4,9,88,0,0,0,0,0,46,2
10,8,48,13,13,38,8,6,28,5,4,37,15,10,0,11,6,49,0,0,0,0,0,51,5,4,23,11,7,45,9,3,25,6,4,49,9,6,0,5,7,55,0,0,0,0,0,60,3
11,6,52,15,12,34,7,4,35,4,3,27,12,9,0,14,5,44,0,0,0,0,0,42,4,3,36,12,6,39,7,3,26,7,4,44,8,7,0,5,12,45,0,0,0,0,0,57,2
12,8,41,8,13,40,9,6,27,3,4,29,17,6,0,12,7,56,0,0,0,0,0,39,4,3,17,13,8,48,9,3,22,12,4,40,7,8,0,8,11,57,0,0,0,0,0,54,2
13,3,60,8,21,63,14,8,29,2,3,35,13,12,0,14,10,86,0,0,0,0,0,46,5,2,41,15,12,85,17,3,28,9,3,48,9,3,0,4,10,111,0,0,0,0,0,63,3
14,8,51,16,19,57,13,7,26,3,2,21,14,8,0,16,9,81,0,0,0,0,0,40,4,3,36,12,11,74,14,3,21,13,4,44,8,5,0,6,11,94,0,0,0,0,0,57,2
15,6,34,14,18,55,12,7,32,3,3,35,8,6,0,14,9,79,0,0,0,0,0,51,5,3,26,9,12,79,15,3,26,6,4,52,9,5,0,3,8,101,0,0,0,0,0,61,3
16,7,63,11,18,56,13,7,32,2,4,31,16,11,0,15,9,76,0,0,0,0,0,45,4,5,38,10,10,66,13,3,22,14,3,48,9,5,0,3,7,84,0,0,0,0,0,58,3
17,8,53,13,14,42,9,6,37,4,3,36,13,9,0,21,7,56,0,0,0,0,0,50,5,2,38,13,7,47,9,1,14,14,5,56,10,6,0,4,8,57,0,0,0,0,0,67,3
18,7,30,12,17,50,11,6,35,3,4,23,13,6,0,12,9,72,0,0,0,0,0,37,4,3,36,13,10,67,13,2,23,11,3,39,7,6,0,6,4,84,0,0,0,0,0,52,2
19,5,62,13,17,53,12,8,22,2,3,16,10,10,0,19,9,72,0,0,0,0,0,34,3,5,19,15,10,66,13,4,19,10,4,42,7,2,0,6,6,87,0,0,0,0,0,58,3
20,6,61,16,17,51,11,10,20,3,4,39,16,7,0,18,8,72,0,0,0,0,0,59,6,3,42,10,9,61,12,4,25,16,5,61,11,6,0,5,14,76,0,0,0,0,0,72,3
21,4,14,10,10,30,7,5,16,4,3,30,7,7,0,8,5,40,0,0,0,0,0,41,4,2,26,3,6,33,6,2,16,10,3,39,7,3,0,3,5,42,0,0,0,0,0,42,2
22,2,34,6,8,23,5,5,20,3,3,21,8,7,0,9,4,29,0,0,0,0,0,29,3,2,13,6,5,24,4,2,21,7,3,30,5,3,0,2,5,30,0,0,0,0,0,37,1
23,4,36,6,11,31,7,5,10,3,3,22,10,5,0,7,5,44,0,0,0,0,0,30,3,2,20,6,6,40,8,2,12,7,3,29,5,4,0,4,5,50,0,0,0,0,0,36,1
24,5,41,8,12,35,8,4,20,3,4,17,11,6,0,6,6,49,0,0,0,0,0,27,2,1,12,8,7,44,8,2,14,10,3,26,4,2,0,3,5,57,0,0,0,0,0,35,1
25,3,28,9,11,35,8,6,18,4,3,30,10,4,0,9,6,50,0,0,0,0,0,41,4,2,16,7,7,46,9,2,25,8,3,40,7,3,0,2,4,59,0,0,0,0,0,47,2
26,3,24,6,10,29,6,4,16,3,3,19,7,6,0,5,5,39,0,0,0,0,0,27,2,2,11,5,5,32,6,2,17,10,3,25,4,3,0,4,6,40,0,0,0,0,0,31,1
27,2,31,9,12,39,9,3,9,4,2,10,8,6,0,7,6,54,0,0,0,0,0,20,2,3,12,7,7,47,9,2,10,10,2,21,4,2,0,3,5,61,0,0,0,0,0,29,1
28,2,21,9,8,22,5,5,15,5,2,29,7,5,0,9,4,30,0,0,0,0,0,39,4,2,17,5,5,24,4,3,13,8,3,38,7,3,0,3,3,30,0,0,0,0,0,44,2
29,4,32,11,8,21,4,3,18,3,2,17,5,5,0,8,4,28,0,0,0,0,0,28,3,2,21,9,5,24,4,2,18,6,3,28,5,3,0,2,4,30,0,0,0,0,0,38,1
30,3,38,8,11,35,8,5,16,5,4,23,7,2,0,8,6,52,0,0,0,0,0,33,3,2,28,4,8,49,9,1,14,7,3,32,6,3,0,1,6,63,0,0,0,0,0,36,1
31,3,34,7,10,29,6,5,20,4,3,8,8,3,0,8,5,42,0,0,0,0,0,18,2,2,23,11,7,39,7,3,14,6,3,20,3,3,0,3,5,50,0,0,0,0,0,33,1
32,3,39,8,8,26,6,5,16,3,4,24,8,4,0,8,5,36,0,0,0,0,0,34,3,3,14,8,5,33,6,2,18,5,3,33,6,3,0,3,5,41,0,0,0,0,0,41,2
33,1,45,10,11,29,6,4,19,2,3,22,8,7,0,6,5,39,0,0,0,0,0,33,3,1,12,3,6,38,7,2,21,5,3,31,5,3,0,4,4,48,0,0,0,0,0,35,1
34,1,31,8,8,23,5,4,16,3,2,15,10,6,0,10,4,30,0,0,0,0,0,25,2,2,21,8,4,23,4,1,18,9,2,28,5,3,0,2,5,28,0,0,0,0,0,36,1
35,3,32,7,9,26,6,4,17,3,3,31,7,5,0,5,5,36,0,0,0,0,0,38,4,2,26,11,4,30,6,1,12,9,3,34,6,2,0,4,2,38,0,0,0,0,0,44,2
36,3,25,6,10,29,6,4,18,2,4,20,8,5,0,7,5,40,0,0,0,0,0,27,3,2,22,8,5,35,7,2,14,8,2,27,5,4,0,3,5,43,0,0,0,0,0,36,1
37,3,20,8,8,24,5,4,30,4,3,25,9,4,0,6,4,33,0,0,0,0,0,34,3,2,25,7,5,28,5,3,21,7,2,32,6,4,0,4,5,34,0,0,0,0,0,40,2
38,3,42,6,9,26,6,3,24,3,4,20,8,5,0,8,5,36,0,0,0,0,0,27,2,2,18,9,5,30,6,3,16,9,2,28,5,2,0,4,4,39,0,0,0,0,0,38,2
39,3,24,7,12,36,8,4,23,2,3,28,7,6,0,7,6,50,0,0,0,0,0,36,3,2,20,7,7,45,9,2,13,9,3,34,6,4,0,3,4,57,0,0,0,0,0,41,2
40,2,28,9,12,36,8,6,18,3,4,23,8,6,0,7,6,50,0,0,0,0,0,35,3,2,19,7,7,45,9,2,14,9,3,33,6,5,0,3,4,56,0,0,0,0,0,40,2
41,4,25,8,8,23,5,7,10,3,1,10,9,4,0,7,4,32,0,0,0,0,0,23,2,3,11,7,5,27,5,4,13,6,2,24,4,2,0,3,4,35,0,0,0,0,0,34,1
42,4,21,9,9,26,6,6,31,3,2,15,7,5,0,7,5,36,0,0,0,0,0,27,3,4,16,5,5,32,6,5,15,5,2,27,5,3,0,2,5,40,0,0,0,0,0,36,1
43,3,33,12,10,29,6,8,16,2,1,17,11,5,0,5,5,40,0,0,0,0,0,34,3,1,16,6,6,37,7,5,17,7,3,31,5,2,0,4,3,48,0,0,0,0,0,40,2
44,4,33,8,9,26,6,7,28,2,3,20,10,4,0,3,5,37,0,0,0,0,0,32,3,5,8,8,5,30,6,4,10,7,2,28,5,2,0,2,4,39,0,0,0,0,0,38,2
45,1,34,8,5,13,3,4,13,3,1,19,11,2,0,8,3,19,0,0,0,0,0,28,3,2,19,3,3,12,2,4,17,8,3,28,5,2,0,2,5,15,0,0,0,0,0,34,1
46,4,14,7,8,23,5,9,19,2,2,19,8,4,0,8,4,32,0,0,0,0,0,32,3,5,11,5,4,26,5,4,17,5,2,32,6,2,0,3,5,33,0,0,0,0,0,39,2
47,4,23,8,9,27,6,7,16,2,3,28,6,4,0,6,5,38,0,0,0,0,0,39,4,4,7,5,5,33,6,4,15,6,3,36,6,2,0,2,5,42,0,0,0,0,0,43,2
48,5,18,5,9,24,5,5,16,1,3,16,12,4,0,6,4,34,0,0,0,0,0,24,2,4,15,7,5,29,5,5,21,5,2,24,4,2,0,3,3,37,0,0,0,0,0,35,1
49,3,19,10,8,26,6,5,22,2,1,17,5,3,0,8,5,37,0,0,0,0,0,29,3,4,11,9,5,32,6,4,15,6,3,29,5,2,0,4,4,41,0,0,0,0,0,40,2
50,1,32,9,8,26,6,5,14,2,1,15,9,4,0,5,5,36,0,0,0,0,0,27,2,4,17,6,5,32,6,6,13,5,3,25,4,2,0,3,3,41,0,0,0,0,0,36,1
51,3,36,10,11,29,6,7,20,2,2,21,11,3,0,9,5,43,0,0,0,0,0,35,3,5,10,4,6,34,6,4,18,9,3,35,6,2,0,3,2,44,0,0,0,0,0,41,2
52,2,26,8,12,33,7,5,18,2,3,20,11,7,0,6,6,45,0,0,0,0,0,30,3,4,15,6,6,42,8,4,18,5,3,28,5,3,0,4,4,53,0,0,0,0,0,37,1
53,4,36,5,11,29,6,4,23,3,2,13,10,5,0,8,5,41,0,0,0,0,0,20,2,5,16,6,7,39,7,4,17,2,2,22,4,2,0,3,4,51,0,0,0,0,0,31,1
54,4,24,10,9,25,5,4,14,2,2,10,8,3,0,4,4,36,0,0,0,0,0,22,2,4,16,5,4,30,6,4,25,6,3,20,3,2,0,3,2,38,0,0,0,0,0,28,1
55,3,24,11,11,33,7,6,17,2,1,15,9,4,0,7,6,47,0,0,0,0,0,29,3,4,10,8,6,42,8,4,19,7,3,28,5,3,0,3,4,53,0,0,0,0,0,38,2
56,2,35,11,9,25,5,6,22,2,2,15,12,3,0,6,5,36,0,0,0,0,0,29,3,3,6,8,5,30,6,3,19,8,2,28,5,2,0,4,4,39,0,0,0,0,0,38,1
57,2,22,10,12,33,7,4,13,3,3,17,2,5,0,6,6,47,0,0,0,0,0,28,3,5,12,5,7,42,8,6,12,6,2,27,5,1,0,4,4,56,0,0,0,0,0,37,1
58,4,21,10,10,31,7,5,13,2,2,14,8,4,0,7,5,44,0,0,0,0,0,27,2,3,14,5,7,39,7,5,14,7,2,27,5,2,0,4,5,51,0,0,0,0,0,36,1
59,2,19,9,11,31,7,5,17,2,2,19,7,4,0,6,6,45,0,0,0,0,0,30,3,4,7,8,6,41,8,4,15,6,3,28,5,2,0,3,4,53,0,0,0,0,0,38,2
60,3,15,10,10,29,6,5,16,2,1,24,5,3,0,8,5,42,0,0,0,0,0,36,3,3,12,4,5,36,7,4,18,8,3,35,6,1,0,4,3,47,0,0,0,0,0,41,2
61,3,24,11,8,24,5,5,31,2,3,43,8,4,0,5,4,33,0,0,0,0,0,54,5,2,15,13,5,29,5,4,20,6,4,47,8,4,0,3,3,35,0,0,0,0,0,61,3
62,2,32,15,10,27,6,7,28,2,4,33,7,3,0,5,5,40,0,0,0,0,0,50,5,3,14,12,6,37,7,3,32,5,3,44,8,4,0,5,4,46,0,0,0,0,0,57,2
63,2,19,16,9,25,5,7,27,3,3,27,6,3,0,7,4,36,0,0,0,0,0,45,5,5,17,12,4,25,5,4,35,10,4,41,7,3,0,3,6,31,0,0,0,0,0,55,2
64,2,22,11,11,29,6,8,31,2,3,34,1,4,0,3,5,42,0,0,0,0,0,48,5,3,19,12,5,35,7,4,17,9,4,40,7,4,0,1,4,43,0,0,0,0,0,54,2
65,1,21,16,10,31,7,11,25,4,2,32,9,6,0,6,5,42,0,0,0,0,0,54,5,5,19,7,5,35,7,3,18,7,3,48,9,5,0,6,6,42,0,0,0,0,0,56,2
66,1,28,12,9,25,5,7,26,2,2,32,8,3,0,4,5,36,0,0,0,0,0,46,5,4,16,10,4,30,6,4,19,7,3,40,7,4,0,4,4,36,0,0,0,0,0,52,2
67,2,15,18,7,20,4,10,24,2,4,32,10,3,0,5,4,28,0,0,0,0,0,54,6,2,8,7,4,24,4,4,20,6,4,47,8,5,0,5,6,27,0,0,0,0,0,56,2
68,2,21,15,6,15,3,6,15,3,3,29,9,5,0,4,3,19,0,0,0,0,0,45,5,4,18,5,3,16,3,4,27,2,3,39,7,3,0,3,6,19,0,0,0,0,0,46,2
69,2,23,17,8,26,6,6,30,4,4,31,11,4,0,7,5,36,0,0,0,0,0,49,5,3,10,5,5,30,6,4,10,8,4,44,8,5,0,5,3,36,0,0,0,0,0,51,2
70,2,15,12,7,19,4,9,13,3,4,22,5,3,0,7,4,27,0,0,0,0,0,39,4,5,16,8,4,18,3,2,17,8,4,36,6,5,0,3,5,20,0,0,0,0,0,44,2
71,1,13,14,9,27,6,8,29,2,4,35,9,4,0,4,5,38,0,0,0,0,0,52,5,3,17,15,5,35,7,4,28,5,4,44,8,3,0,3,3,44,0,0,0,0,0,60,3
72,3,33,14,8,22,5,6,34,3,3,36,8,3,0,5,4,32,0,0,0,0,0,51,5,5,17,7,4,23,4,2,24,8,4,44,8,3,0,4,5,28,0,0,0,0,0,51,2
73,2,26,8,11,32,7,8,19,4,3,23,7,4,0,3,6,46,0,0,0,0,0,36,3,4,18,8,6,40,8,4,19,8,3,31,5,6,0,3,6,48,0,0,0,0,0,41,2
74,2,22,13,11,29,6,8,30,4,3,22,8,4,0,4,5,42,0,0,0,0,0,39,4,3,9,8,6,38,7,5,28,6,3,34,6,7,0,6,2,44,0,0,0,0,0,45,2
75,2,38,10,9,25,5,13,37,2,5,26,6,6,0,4,4,33,0,0,0,0,0,45,4,3,16,13,4,27,5,3,25,7,3,39,7,5,0,4,4,31,0,0,0,0,0,53,2
76,2,23,7,10,28,6,9,29,3,2,37,8,5,0,5,5,39,0,0,0,0,0,48,5,4,15,5,5,35,7,3,24,5,4,42,7,4,0,4,4,43,0,0,0,0,0,48,2
77,2,20,10,11,31,7,7,22,4,2,38,6,4,0,7,6,45,0,0,0,0,0,50,5,6,20,9,6,37,7,4,28,8,4,45,8,5,0,4,2,45,0,0,0,0,0,56,2
78,2,21,10,11,29,6,8,29,4,2,22,6,4,0,8,5,42,0,0,0,0,0,36,4,4,16,10,6,34,6,3,24,9,3,35,6,6,0,4,6,40,0,0,0,0,0,46,2
79,2,16,14,9,26,6,6,26,3,2,20,6,5,0,1,5,36,0,0,0,0,0,36,4,4,17,10,5,30,6,5,42,7,3,29,5,4,0,5,4,37,0,0,0,0,0,42,2
80,2,20,11,9,25,5,6,22,4,3,21,10,3,0,6,5,36,0,0,0,0,0,35,3,5,14,9,4,27,5,5,28,9,3,32,6,5,0,4,4,31,0,0,0,0,0,44,2
81,5,34,37,12,37,8,15,119,6,7,55,30,8,0,9,6,49,0,0,0,0,0,97,10,4,30,16,7,43,8,7,100,8,7,84,15,7,0,7,7,51,0,0,0,0,0,102,5
82,3,32,58,16,47,10,15,83,3,10,58,25,5,0,10,8,68,0,0,0,0,0,118,13,5,32,28,8,60,12,10,68,11,7,102,19,6,0,13,7,74,0,0,0,0,0,133,7
83,4,40,48,14,41,9,16,119,9,10,109,22,8,0,9,7,56,0,0,0,0,0,156,17,4,25,13,7,43,8,7,62,16,9,132,24,8,0,9,10,50,0,0,0,0,0,145,7
84,5,41,59,16,47,10,17,80,6,12,91,14,9,0,8,8,64,0,0,0,0,0,151,16,4,41,20,8,56,11,7,64,12,9,127,23,7,0,10,5,68,0,0,0,0,0,147,7
85,4,37,58,17,51,11,20,57,4,9,84,37,7,0,12,9,72,0,0,0,0,0,146,16,6,22,16,9,57,11,9,79,18,9,126,23,5,0,8,5,72,0,0,0,0,0,144,7
86,5,38,39,12,37,8,23,72,6,11,85,32,7,0,13,6,50,0,0,0,0,0,133,14,5,30,31,6,39,7,11,83,12,9,116,21,6,0,9,6,46,0,0,0,0,0,151,7
87,3,24,40,14,44,10,15,104,5,5,91,33,6,0,8,7,62,0,0,0,0,0,132,14,4,37,26,8,51,10,9,93,14,7,112,21,9,0,9,6,60,0,0,0,0,0,140,7
88,3,34,39,12,33,7,21,91,8,9,50,24,8,0,15,5,44,0,0,0,0,0,99,11,5,29,22,4,30,6,8,82,14,6,91,17,13,0,10,8,27,0,0,0,0,0,115,6
89,5,38,43,12,35,8,14,98,5,10,94,21,5,0,13,6,50,0,0,0,0,0,136,15,4,30,30,5,33,6,11,92,19,8,119,22,10,0,4,7,34,0,0,0,0,0,152,8
90,4,37,28,14,40,9,19,67,7,6,98,23,7,0,13,7,56,0,0,0,0,0,131,14,5,22,23,6,42,8,11,65,16,8,115,21,12,0,10,5,44,0,0,0,0,0,142,7
91,4,27,30,13,40,9,17,83,7,11,72,16,7,0,10,7,55,0,0,0,0,0,108,11,6,29,14,7,46,9,9,87,10,7,94,17,8,0,8,8,54,0,0,0,0,0,112,5
92,4,41,49,10,29,6,22,89,4,15,84,15,6,0,9,5,39,0,0,0,0,0,140,15,4,32,24,4,26,5,10,55,14,8,119,22,11,0,9,6,24,0,0,0,0,0,146,7
93,2,36,36,13,38,8,22,134,4,9,98,34,9,0,7,6,50,0,0,0,0,0,141,15,2,32,22,5,36,7,7,65,18,8,118,22,10,0,5,5,38,0,0,0,0,0,140,7
94,5,46,53,16,46,10,16,65,6,8,94,19,7,0,13,8,65,0,0,0,0,0,147,16,4,32,9,9,54,10,8,73,15,8,128,24,7,0,13,7,66,0,0,0,0,0,138,7
95,3,27,46,16,47,10,15,112,8,12,67,28,5,0,13,8,68,0,0,0,0,0,116,12,4,27,24,8,51,10,9,43,21,7,103,19,12,0,9,6,57,0,0,0,0,0,130,6
96,5,36,64,19,61,14,11,81,9,6,118,38,8,0,10,10,86,0,0,0,0,0,174,19,4,27,21,11,74,14,6,62,18,10,147,27,10,0,5,8,89,0,0,0,0,0,166,8
97,5,36,29,15,46,10,13,74,6,8,91,25,8,0,14,7,63,0,0,0,0,0,120,13,2,19,20,8,55,11,12,91,13,7,107,20,10,0,12,7,64,0,0,0,0,0,133,6
98,4,24,48,14,40,9,8,59,6,8,76,23,7,0,11,7,56,0,0,0,0,0,119,13,4,50,22,7,42,8,11,72,17,7,104,19,12,0,6,5,45,0,0,0,0,0,131,6
99,4,34,34,14,40,9,15,63,5,7,84,16,8,0,13,7,55,0,0,0,0,0,120,13,2,30,24,6,41,8,4,122,19,8,106,19,12,0,11,5,43,0,0,0,0,0,128,6
100,4,40,17,13,39,9,17,67,7,13,55,19,7,0,8,7,54,0,0,0,0,0,81,8,2,32,26,6,38,7,7,78,21,5,71,13,9,0,5,5,42,0,0,0,0,0,99,5
101,7,114,93,44,140,32,58,324,29,32,216,67,15,0,29,23,201,0,0,0,0,0,331,36,10,66,47,25,182,36,17,162,32,18,288,54,20,0,26,15,223,0,0,0,0,0,335,17
102,9,86,70,32,100,23,30,162,19,9,159,67,20,0,17,15,135,0,0,0,0,0,234,25,8,74,51,14,93,18,14,287,49,14,200,37,17,0,23,24,108,0,0,0,0,0,252,13
103,13,122,64,45,142,32,43,332,24,18,186,65,18,0,29,23,201,0,0,0,0,0,264,29,10,100,65,23,165,33,10,134,49,16,234,43,20,0,10,17,201,0,0,0,0,0,294,15
104,10,69,87,31,97,22,70,107,21,24,271,99,18,0,27,15,132,0,0,0,0,0,386,42,14,81,54,15,103,20,21,315,30,22,330,61,20,0,31,16,118,0,0,0,0,0,385,20
105,8,107,82,30,92,21,39,242,27,28,192,117,15,0,24,15,128,0,0,0,0,0,282,31,7,95,50,13,93,18,17,233,43,17,244,45,15,0,23,7,109,0,0,0,0,0,296,15
106,12,53,52,55,175,40,46,413,18,32,243,60,19,0,11,28,251,0,0,0,0,0,307,34,10,79,48,29,208,41,24,246,61,17,254,47,20,0,22,19,258,0,0,0,0,0,310,16
107,6,136,89,48,153,35,43,222,19,30,178,84,19,0,21,25,217,0,0,0,0,0,279,31,15,93,53,25,182,36,31,218,45,15,240,45,23,0,19,20,220,0,0,0,0,0,308,16
108,12,101,58,45,143,33,38,328,40,29,313,90,16,0,33,23,205,0,0,0,0,0,369,40,10,44,29,26,183,36,27,214,35,21,321,60,22,0,23,20,223,0,0,0,0,0,359,18
109,8,100,73,36,111,25,62,372,20,23,264,70,15,0,28,18,157,0,0,0,0,0,360,39,11,80,54,17,119,23,30,205,45,20,310,58,19,0,20,22,140,0,0,0,0,0,375,19
110,10,91,112,42,131,30,55,416,27,30,149,59,16,0,24,21,187,0,0,0,0,0,285,31,7,85,31,22,154,30,19,142,47,16,247,46,22,0,23,32,184,0,0,0,0,0,283,14
111,12,128,78,47,150,34,34,345,28,11,276,79,18,0,35,24,213,0,0,0,0,0,350,38,7,91,29,26,192,38,37,221,38,20,308,57,19,0,26,14,237,0,0,0,0,0,356,18
112,6,50,81,35,110,25,37,416,21,19,273,73,19,0,23,17,151,0,0,0,0,0,352,39,7,136,32,16,111,22,20,146,50,19,300,56,23,0,16,19,126,0,0,0,0,0,335,17
113,9,105,66,39,124,28,64,265,25,29,254,92,11,0,32,20,180,0,0,0,0,0,346,38,11,84,30,22,153,30,23,190,36,20,302,56,20,0,20,25,185,0,0,0,0,0,338,17
114,7,92,75,46,146,33,81,330,28,31,209,81,17,0,8,24,208,0,0,0,0,0,329,36,10,60,50,26,191,38,21,211,31,18,269,50,17,0,22,20,238,0,0,0,0,0,323,17
115,14,120,90,43,133,30,52,233,16,34,137,78,19,0,27,21,187,0,0,0,0,0,252,27,9,112,36,19,140,28,22,127,59,15,223,41,19,0,24,29,168,0,0,0,0,0,267,14
116,12,118,96,46,148,34,69,322,10,29,239,72,21,0,24,23,207,0,0,0,0,0,364,40,11,47,61,27,193,38,20,333,26,20,310,58,28,0,23,11,230,0,0,0,0,0,372,19
117,10,99,81,32,101,23,51,318,21,31,354,90,12,0,30,17,144,0,0,0,0,0,438,48,12,85,22,18,124,24,29,159,25,24,374,70,10,0,21,22,156,0,0,0,0,0,404,21
118,11,121,74,43,137,31,59,272,23,17,173,87,13,0,26,22,198,0,0,0,0,0,276,30,9,51,55,23,171,34,22,189,40,16,241,45,24,0,22,20,204,0,0,0,0,0,303,15
119,9,84,68,38,122,28,51,379,23,17,300,109,17,0,21,19,171,0,0,0,0,0,378,41,6,90,67,19,140,28,17,245,44,21,319,59,28,0,11,15,159,0,0,0,0,0,383,20
120,15,115,96,39,120,27,43,400,18,27,261,75,24,0,33,18,162,0,0,0,0,0,360,40,8,48,40,20,138,27,31,302,34,21,314,58,13,0,23,17,172,0,0,0,0,0,366,19
121,14,211,155,64,202,46,72,595,36,50,542,192,33,0,32,31,279,0,0,0,0,0,693,76,14,226,141,35,249,49,44,386,47,37,580,108,43,0,48,40,290,0,0,0,0,0,727,38
122,26,220,168,84,268,61,85,429,48,38,456,205,35,0,31,42,378,0,0,0,0,0,639,70,13,141,56,45,327,65,40,440,80,34,536,100,60,0,47,49,377,0,0,0,0,0,601,31
123,24,176,84,65,207,47,51,432,49,54,462,257,36,0,27,32,283,0,0,0,0,0,538,59,26,188,119,32,231,46,57,387,58,29,452,84,32,0,52,39,277,0,0,0,0,0,597,31
124,21,175,163,83,267,61,68,494,50,64,478,178,17,0,36,44,394,0,0,0,0,0,639,70,25,176,79,46,341,68,47,362,72,34,540,101,49,0,40,54,406,0,0,0,0,0,633,33
125,25,195,132,79,250,57,69,381,54,36,592,323,32,0,40,40,354,0,0,0,0,0,714,79,9,127,86,42,311,62,27,421,74,38,603,113,33,0,52,49,382,0,0,0,0,0,681,35
126,25,167,84,83,265,61,78,459,53,55,528,279,22,0,46,43,387,0,0,0,0,0,621,69,12,191,72,45,335,67,54,449,83,34,533,100,42,0,26,33,405,0,0,0,0,0,627,32
127,21,215,113,82,265,61,60,463,52,67,473,184,34,0,29,42,374,0,0,0,0,0,582,64,12,166,92,40,292,58,52,434,112,32,488,91,56,0,22,22,334,0,0,0,0,0,601,31
128,18,166,177,88,283,65,67,546,55,51,537,197,25,0,38,46,411,0,0,0,0,0,703,78,17,153,105,43,318,63,46,369,122,38,592,111,37,0,44,43,387,0,0,0,0,0,706,37
129,28,119,159,98,314,72,66,405,63,61,466,176,36,0,38,50,448,0,0,0,0,0,622,69,12,116,102,51,369,73,57,471,117,33,528,99,61,0,41,26,432,0,0,0,0,0,653,34
130,27,257,196,81,260,60,61,536,56,48,392,211,26,0,44,42,375,0,0,0,0,0,585,64,26,171,120,40,292,58,47,379,99,32,503,94,45,0,66,50,345,0,0,0,0,0,637,33
131,29,189,113,84,269,62,61,463,40,49,500,156,42,0,25,42,373,0,0,0,0,0,607,67,24,190,112,37,271,54,35,309,120,33,505,94,56,0,44,55,306,0,0,0,0,0,620,32
132,15,125,163,82,264,61,48,585,27,45,431,281,24,0,14,43,383,0,0,0,0,0,578,64,23,117,64,45,329,65,48,458,74,31,473,88,28,0,53,34,411,0,0,0,0,0,556,29
133,35,56,148,78,250,57,37,448,54,42,450,348,29,0,47,40,356,0,0,0,0,0,572,63,23,178,115,41,305,61,44,458,68,32,495,92,45,0,37,34,362,0,0,0,0,0,622,32
134,26,215,188,92,293,67,85,467,53,62,441,286,27,0,33,48,425,0,0,0,0,0,643,71,12,139,105,52,382,76,34,487,79,35,540,101,41,0,28,54,469,0,0,0,0,0,646,33
135,16,253,136,71,227,52,61,486,52,67,483,215,38,0,50,35,312,0,0,0,0,0,612,68,19,188,102,40,288,57,46,464,40,34,529,99,41,0,47,46,344,0,0,0,0,0,644,33
136,23,156,135,95,308,71,36,514,59,51,466,195,31,0,27,50,443,0,0,0,0,0,574,63,19,149,52,52,378,75,28,421,96,31,480,90,21,0,63,43,484,0,0,0,0,0,532,28
137,26,203,171,72,231,53,58,494,40,43,450,215,25,0,48,37,331,0,0,0,0,0,612,67,17,198,105,36,267,53,46,470,84,33,528,99,49,0,38,44,307,0,0,0,0,0,646,33
138,20,144,168,79,252,58,106,432,48,44,364,167,39,0,30,39,350,0,0,0,0,0,575,63,15,100,107,40,294,58,44,403,80,31,484,90,44,0,46,36,348,0,0,0,0,0,604,31
139,21,252,182,80,254,58,48,434,57,48,465,232,26,0,48,41,366,0,0,0,0,0,626,69,17,106,113,42,310,62,43,399,80,34,539,101,31,0,51,25,383,0,0,0,0,0,661,34
